Entity,Code,Day,total_vaccinations
France,FRA,2021-06-14,45336544
France,FRA,2021-06-15,46028107
France,FRA,2021-06-16,46697392
France,FRA,2021-06-17,47384922
France,FRA,2021-06-18,48147496
France,FRA,2021-06-19,48644724
France,FRA,2021-06-20,48820705
France,FRA,2021-06-21,49416651
France,FRA,2021-06-22,50105553
France,FRA,2021-06-23,50777537
France,FRA,2021-06-24,51427071
France,FRA,2021-06-25,52174780
France,FRA,2021-06-26,52697731
France,FRA,2021-06-27,52909325
France,FRA,2021-06-28,53516073
France,FRA,2021-06-29,54204580
France,FRA,2021-06-30,54889364
France,FRA,2021-07-01,55574355
France,FRA,2021-07-02,56320159
France,FRA,2021-07-03,56830095
France,FRA,2021-07-04,57027650
France,FRA,2021-07-05,57613302
France,FRA,2021-07-06,58283830
France,FRA,2021-07-07,58934098
France,FRA,2021-07-08,59588917
France,FRA,2021-07-09,60327026
France,FRA,2021-07-10,60814515
France,FRA,2021-07-11,60984279
France,FRA,2021-07-12,61630822
France,FRA,2021-07-13,62445334
France,FRA,2021-07-14,62782483
France,FRA,2021-07-15,63631027
France,FRA,2021-07-16,64506647
France,FRA,2021-07-17,65085749
France,FRA,2021-07-18,65310105
France,FRA,2021-07-19,66020475
France,FRA,2021-07-20,66849612
France,FRA,2021-07-21,67652790
France,FRA,2021-07-22,68481174
France,FRA,2021-07-23,69342282
France,FRA,2021-07-24,69897227
France,FRA,2021-07-25,70098056
France,FRA,2021-07-26,70768893
France,FRA,2021-07-27,71552536
France,FRA,2021-07-28,72301056
France,FRA,2021-07-29,73066446
France,FRA,2021-07-30,73830456
France,FRA,2021-07-31,74300567
France,FRA,2021-08-01,74461596
France,FRA,2021-08-02,75034416
France,FRA,2021-08-03,75675191
France,FRA,2021-08-04,76268542
France,FRA,2021-08-05,76861836
France,FRA,2021-08-06,77492333
France,FRA,2021-08-07,77882773
France,FRA,2021-08-08,78019860
France,FRA,2021-08-09,78537356
France,FRA,2021-08-10,79120457
France,FRA,2021-08-11,79659108
France,FRA,2021-08-12,80208044
France,FRA,2021-08-13,80734941
France,FRA,2021-08-14,81077882
France,FRA,2021-08-15,81166257
France,FRA,2021-08-16,81670351
France,FRA,2021-08-17,82222564
France,FRA,2021-08-18,82745782
France,FRA,2021-08-19,83262932
France,FRA,2021-08-20,83813883
France,FRA,2021-08-21,84156455
France,FRA,2021-08-22,84275427
France,FRA,2021-08-23,84773555
France,FRA,2021-08-24,85313209
France,FRA,2021-08-25,85814977
France,FRA,2021-08-26,86300793
France,FRA,2021-08-27,86837479
France,FRA,2021-08-28,87178188
France,FRA,2021-08-29,87288762
France,FRA,2021-08-30,87733976
France,FRA,2021-08-31,88206212
France,FRA,2021-09-01,88644604
France,FRA,2021-09-02,89024761
France,FRA,2021-09-03,89462498
France,FRA,2021-09-04,89781161
France,FRA,2021-09-05,89851435
France,FRA,2021-09-06,90136391
France,FRA,2021-09-07,90425614
France,FRA,2021-09-08,90747583
France,FRA,2021-09-09,91018321
France,FRA,2021-09-10,91349433
France,FRA,2021-09-11,91595574
France,FRA,2021-09-12,91642781
France,FRA,2021-09-13,91872577
France,FRA,2021-09-14,92128495
France,FRA,2021-09-15,92425036
France,FRA,2021-09-16,92660694
France,FRA,2021-09-17,92944027
France,FRA,2021-09-18,93146261
France,FRA,2021-09-19,93180090
France,FRA,2021-09-20,93365187
France,FRA,2021-09-21,93569783
France,FRA,2021-09-22,93812498
France,FRA,2021-09-23,94006400
France,FRA,2021-09-24,94242988
France,FRA,2021-09-25,94408402
France,FRA,2021-09-26,94433671
France,FRA,2021-09-27,94590042
France,FRA,2021-09-28,94754046
France,FRA,2021-09-29,94950045
France,FRA,2021-09-30,95111642
France,FRA,2021-10-01,95325924
France,FRA,2021-10-02,95462530
France,FRA,2021-10-03,95480636
France,FRA,2021-10-04,95623815
France,FRA,2021-10-05,95780066
France,FRA,2021-10-06,95964782
France,FRA,2021-10-07,96120226
France,FRA,2021-10-08,96335020
France,FRA,2021-10-09,96459753
France,FRA,2021-10-10,96474031
France,FRA,2021-10-11,96613426
France,FRA,2021-10-12,96767098
France,FRA,2021-10-13,96941848
France,FRA,2021-10-14,97091481
France,FRA,2021-10-15,97302100
France,FRA,2021-10-16,97413184
France,FRA,2021-10-17,97425727
France,FRA,2021-10-18,97560134
France,FRA,2021-10-19,97704941
France,FRA,2021-10-20,97886477
France,FRA,2021-10-21,98038481
France,FRA,2021-10-22,98240975
France,FRA,2021-10-23,98352265
France,FRA,2021-10-24,98363414
France,FRA,2021-10-25,98505871
France,FRA,2021-10-26,98650000
France,FRA,2021-10-27,98833198
France,FRA,2021-10-28,98977562
France,FRA,2021-10-29,99174793
France,FRA,2021-10-30,99277468
France,FRA,2021-10-31,99287145
France,FRA,2021-11-01,99296137
France,FRA,2021-11-02,99451642
France,FRA,2021-11-03,99644312
France,FRA,2021-11-04,99810030
France,FRA,2021-11-05,100033893
France,FRA,2021-11-06,100153313
France,FRA,2021-11-07,100165091
France,FRA,2021-11-08,100347731
France,FRA,2021-11-09,100573658
France,FRA,2021-11-10,100843342
France,FRA,2021-11-11,100865323
France,FRA,2021-11-12,101130558
France,FRA,2021-11-13,101263547
France,FRA,2021-11-14,101277049
France,FRA,2021-11-15,101495204
France,FRA,2021-11-16,101760887
France,FRA,2021-11-17,102038890
France,FRA,2021-11-18,102294114
France,FRA,2021-11-19,102628531
France,FRA,2021-11-20,102791685
France,FRA,2021-11-21,102808791
France,FRA,2021-11-22,103041707
France,FRA,2021-11-23,103333752
French Polynesia,PYF,2021-02-02,2133
French Polynesia,PYF,2021-02-10,3611
French Polynesia,PYF,2021-02-16,5705
French Polynesia,PYF,2021-02-17,6155
French Polynesia,PYF,2021-02-23,8045
French Polynesia,PYF,2021-03-01,9692
French Polynesia,PYF,2021-03-02,10097
French Polynesia,PYF,2021-03-09,12417
French Polynesia,PYF,2021-03-16,18996
French Polynesia,PYF,2021-03-23,23975
French Polynesia,PYF,2021-03-30,30080
French Polynesia,PYF,2021-04-07,34889
French Polynesia,PYF,2021-04-13,44378
French Polynesia,PYF,2021-04-20,51521
French Polynesia,PYF,2021-04-27,62185
French Polynesia,PYF,2021-05-04,71638
French Polynesia,PYF,2021-05-11,81202
French Polynesia,PYF,2021-05-18,85747
French Polynesia,PYF,2021-05-25,95556
French Polynesia,PYF,2021-06-01,103252
French Polynesia,PYF,2021-06-08,115739
French Polynesia,PYF,2021-06-15,119393
French Polynesia,PYF,2021-06-21,125484
French Polynesia,PYF,2021-06-29,132540
French Polynesia,PYF,2021-07-13,141523
French Polynesia,PYF,2021-07-20,148329
French Polynesia,PYF,2021-07-27,154037
French Polynesia,PYF,2021-08-02,161482
French Polynesia,PYF,2021-08-09,174127
French Polynesia,PYF,2021-08-16,190080
French Polynesia,PYF,2021-08-23,209386
French Polynesia,PYF,2021-08-31,235114
French Polynesia,PYF,2021-09-07,257265
French Polynesia,PYF,2021-09-14,271181
French Polynesia,PYF,2021-09-21,282180
French Polynesia,PYF,2021-09-28,290776
French Polynesia,PYF,2021-10-05,294961
French Polynesia,PYF,2021-10-12,298182
French Polynesia,PYF,2021-10-18,302475
French Polynesia,PYF,2021-10-25,303630
French Polynesia,PYF,2021-11-01,304528
French Polynesia,PYF,2021-11-15,312817
French Polynesia,PYF,2021-11-22,314576
Gabon,GAB,2021-03-22,0
Gabon,GAB,2021-03-31,301
Gabon,GAB,2021-04-02,2433
Gabon,GAB,2021-04-09,3925
Gabon,GAB,2021-04-14,4920
Gabon,GAB,2021-04-16,5762
Gabon,GAB,2021-04-19,6528
Gabon,GAB,2021-04-21,7700
Gabon,GAB,2021-04-23,8897
Gabon,GAB,2021-04-30,10678
Gabon,GAB,2021-05-05,12364
Gabon,GAB,2021-05-17,17272
Gabon,GAB,2021-05-29,22524
Gabon,GAB,2021-06-05,23371
Gabon,GAB,2021-06-09,29728
Gabon,GAB,2021-06-11,32105
Gabon,GAB,2021-06-12,33591
Gabon,GAB,2021-06-23,49346
Gabon,GAB,2021-06-30,56768
Gabon,GAB,2021-07-05,64161
Gabon,GAB,2021-07-12,72351
Gabon,GAB,2021-07-19,82488
Gabon,GAB,2021-07-24,87181
Gabon,GAB,2021-08-03,100240
Gabon,GAB,2021-08-05,103820
Gabon,GAB,2021-08-09,111546
Gabon,GAB,2021-08-12,120627
Gabon,GAB,2021-08-20,127757
Gabon,GAB,2021-08-25,130798
Gabon,GAB,2021-09-03,146464
Gabon,GAB,2021-09-16,171339
Gabon,GAB,2021-09-22,177392
Gabon,GAB,2021-09-30,180320
Gabon,GAB,2021-10-07,186365
Gabon,GAB,2021-10-14,206373
Gabon,GAB,2021-10-21,217606
Gabon,GAB,2021-10-29,223308
Gabon,GAB,2021-11-01,228381
Gabon,GAB,2021-11-04,232538
Gabon,GAB,2021-11-08,244055
Gabon,GAB,2021-11-10,248311
Gabon,GAB,2021-11-15,256974
Gabon,GAB,2021-11-22,273421
Gabon,GAB,2021-11-24,277979
Gambia,GMB,2021-03-09,0
Gambia,GMB,2021-03-28,5345
Gambia,GMB,2021-04-06,12674
Gambia,GMB,2021-04-09,16735
Gambia,GMB,2021-04-24,20922
Gambia,GMB,2021-05-05,24659
Gambia,GMB,2021-05-09,25445
Gambia,GMB,2021-05-11,25776
Gambia,GMB,2021-05-31,29148
Gambia,GMB,2021-06-08,40810
Gambia,GMB,2021-06-23,41077
Gambia,GMB,2021-06-30,42975
Gambia,GMB,2021-07-15,43557
Gambia,GMB,2021-08-23,184553
Gambia,GMB,2021-08-25,191496
Gambia,GMB,2021-08-28,193532
Gambia,GMB,2021-08-29,193961
Gambia,GMB,2021-08-31,197277
Gambia,GMB,2021-09-03,199881
Gambia,GMB,2021-09-07,201835
Gambia,GMB,2021-09-21,207195
Gambia,GMB,2021-09-29,208379
Gambia,GMB,2021-10-19,241290
Gambia,GMB,2021-10-22,254945
Gambia,GMB,2021-10-26,258505
Gambia,GMB,2021-10-31,265620
Gambia,GMB,2021-11-06,267263
Gambia,GMB,2021-11-14,267644
Gambia,GMB,2021-11-21,268008
Georgia,GEO,2021-03-14,0
Georgia,GEO,2021-03-29,4924
Georgia,GEO,2021-03-31,7822
Georgia,GEO,2021-04-05,11603
Georgia,GEO,2021-04-07,15693
Georgia,GEO,2021-04-09,17261
Georgia,GEO,2021-04-10,18287
Georgia,GEO,2021-04-12,20622
Georgia,GEO,2021-04-13,22090
Georgia,GEO,2021-04-14,23493
Georgia,GEO,2021-04-15,24917
Georgia,GEO,2021-04-16,26427
Georgia,GEO,2021-04-17,27654
Georgia,GEO,2021-04-19,30209
Georgia,GEO,2021-04-20,31019
Georgia,GEO,2021-04-21,31911
Georgia,GEO,2021-04-22,33337
Georgia,GEO,2021-04-23,34897
Georgia,GEO,2021-04-26,38553
Georgia,GEO,2021-04-27,40095
Georgia,GEO,2021-04-28,41801
Georgia,GEO,2021-04-29,43568
Georgia,GEO,2021-04-30,45338
Georgia,GEO,2021-05-05,47949
Georgia,GEO,2021-05-06,51600
Georgia,GEO,2021-05-07,54687
Georgia,GEO,2021-05-08,58533
Georgia,GEO,2021-05-10,62447
Georgia,GEO,2021-05-11,67136
Georgia,GEO,2021-05-12,71570
Georgia,GEO,2021-05-13,77343
Georgia,GEO,2021-05-14,81076
Georgia,GEO,2021-05-15,85286
Georgia,GEO,2021-05-17,89260
Georgia,GEO,2021-05-18,93305
Georgia,GEO,2021-05-19,97153
Georgia,GEO,2021-05-20,101415
Georgia,GEO,2021-05-21,105500
Georgia,GEO,2021-05-22,109395
Georgia,GEO,2021-05-24,113000
Georgia,GEO,2021-05-25,117354
Georgia,GEO,2021-05-26,121263
Georgia,GEO,2021-05-27,125601
Georgia,GEO,2021-05-28,130037
Georgia,GEO,2021-05-29,134602
Georgia,GEO,2021-05-31,138914
Georgia,GEO,2021-06-01,143970
Georgia,GEO,2021-06-02,149191
Georgia,GEO,2021-06-03,155538
Georgia,GEO,2021-06-04,161947
Georgia,GEO,2021-06-05,167332
Georgia,GEO,2021-06-07,173345
Georgia,GEO,2021-06-08,178738
Georgia,GEO,2021-06-09,184718
Georgia,GEO,2021-06-10,191001
Georgia,GEO,2021-06-11,197114
Georgia,GEO,2021-06-12,202314
Georgia,GEO,2021-06-14,207470
Georgia,GEO,2021-06-15,212163
Georgia,GEO,2021-06-16,216742
Georgia,GEO,2021-06-17,221156
Georgia,GEO,2021-06-18,225666
Georgia,GEO,2021-06-19,229906
Georgia,GEO,2021-06-21,234410
Georgia,GEO,2021-06-22,238220
Georgia,GEO,2021-06-23,242451
Georgia,GEO,2021-06-24,245380
Georgia,GEO,2021-06-25,248545
Georgia,GEO,2021-06-26,251529
Georgia,GEO,2021-06-28,254737
Georgia,GEO,2021-06-29,257974
Georgia,GEO,2021-06-30,261652
Georgia,GEO,2021-07-02,266161
Georgia,GEO,2021-07-05,269154
Georgia,GEO,2021-07-06,272810
Georgia,GEO,2021-07-07,277872
Georgia,GEO,2021-07-08,283631
Georgia,GEO,2021-07-09,289399
Georgia,GEO,2021-07-22,391781
Georgia,GEO,2021-07-25,404339
Georgia,GEO,2021-07-26,418398
Georgia,GEO,2021-07-27,432795
Georgia,GEO,2021-07-29,464875
Georgia,GEO,2021-07-31,481591
Georgia,GEO,2021-08-01,506780
Georgia,GEO,2021-08-03,542639
Georgia,GEO,2021-08-04,564691
Georgia,GEO,2021-08-05,583647
Georgia,GEO,2021-08-06,606988
Georgia,GEO,2021-08-07,626343
Georgia,GEO,2021-08-08,641242
Georgia,GEO,2021-08-09,664997
Georgia,GEO,2021-08-10,688940
Georgia,GEO,2021-08-11,715919
Georgia,GEO,2021-08-12,741353
Georgia,GEO,2021-08-13,767882
Georgia,GEO,2021-08-14,791863
Georgia,GEO,2021-08-16,831815
Georgia,GEO,2021-08-18,883570
Georgia,GEO,2021-08-19,907665
Georgia,GEO,2021-08-22,962165
Georgia,GEO,2021-08-23,979813
Georgia,GEO,2021-08-24,1038292
Georgia,GEO,2021-08-25,1065848
Georgia,GEO,2021-08-26,1095069
Georgia,GEO,2021-08-28,1145925
Georgia,GEO,2021-08-29,1164402
Georgia,GEO,2021-08-31,1210746
Georgia,GEO,2021-09-01,1235386
Georgia,GEO,2021-09-02,1259381
Georgia,GEO,2021-09-04,1314104
Georgia,GEO,2021-09-05,1326033
Georgia,GEO,2021-09-06,1340062
Georgia,GEO,2021-09-07,1366678
Georgia,GEO,2021-09-10,1433296
Georgia,GEO,2021-09-12,1507986
Georgia,GEO,2021-09-14,1534111
Georgia,GEO,2021-09-16,1610309
Georgia,GEO,2021-09-19,1655040
Georgia,GEO,2021-09-20,1671295
Georgia,GEO,2021-09-21,1686412
Georgia,GEO,2021-09-22,1700895
Georgia,GEO,2021-09-23,1715073
Georgia,GEO,2021-09-25,1729672
Georgia,GEO,2021-09-26,1749457
Georgia,GEO,2021-09-27,1760878
Georgia,GEO,2021-09-28,1774769
Georgia,GEO,2021-10-02,1813679
Georgia,GEO,2021-10-03,1818258
Georgia,GEO,2021-10-04,1826786
Georgia,GEO,2021-10-06,1836443
Georgia,GEO,2021-10-09,1862753
Georgia,GEO,2021-10-10,1874845
Georgia,GEO,2021-10-11,1882118
Georgia,GEO,2021-10-13,1889200
Georgia,GEO,2021-10-14,1899938
Georgia,GEO,2021-10-19,1920934
Georgia,GEO,2021-11-03,1990501
Georgia,GEO,2021-11-04,1995150
Georgia,GEO,2021-11-06,2003963
Georgia,GEO,2021-11-07,2005229
Georgia,GEO,2021-11-08,2010783
Georgia,GEO,2021-11-09,2018336
Georgia,GEO,2021-11-11,2032939
Georgia,GEO,2021-11-12,2041209
Georgia,GEO,2021-11-13,2046362
Georgia,GEO,2021-11-15,2057216
Georgia,GEO,2021-11-16,2066159
Georgia,GEO,2021-11-17,2074270
Georgia,GEO,2021-11-19,2090036
Georgia,GEO,2021-11-21,2097159
Georgia,GEO,2021-11-22,2107467
Georgia,GEO,2021-11-23,2112851
Germany,DEU,2020-12-27,24354
Germany,DEU,2020-12-28,42462
Germany,DEU,2020-12-29,93193
Germany,DEU,2020-12-30,157325
Germany,DEU,2020-12-31,207336
Germany,DEU,2021-01-01,232901
Germany,DEU,2021-01-02,280982
Germany,DEU,2021-01-03,303544
Germany,DEU,2021-01-04,349731
Germany,DEU,2021-01-05,402430
Germany,DEU,2021-01-06,465578
Germany,DEU,2021-01-07,520378
Germany,DEU,2021-01-08,583207
Germany,DEU,2021-01-09,643945
Germany,DEU,2021-01-10,679935
Germany,DEU,2021-01-11,748218
Germany,DEU,2021-01-12,827360
Germany,DEU,2021-01-13,939545
Germany,DEU,2021-01-14,1023671
Germany,DEU,2021-01-15,1115477
Germany,DEU,2021-01-16,1173552
Germany,DEU,2021-01-17,1221361
Germany,DEU,2021-01-18,1304253
Germany,DEU,2021-01-19,1423878
Germany,DEU,2021-01-20,1556640
Germany,DEU,2021-01-21,1662160
Germany,DEU,2021-01-22,1764484
Germany,DEU,2021-01-23,1851535
Germany,DEU,2021-01-24,1899355
Germany,DEU,2021-01-25,1990371
Germany,DEU,2021-01-26,2088785
Germany,DEU,2021-01-27,2198202
Germany,DEU,2021-01-28,2290734
Germany,DEU,2021-01-29,2398449
Germany,DEU,2021-01-30,2486556
Germany,DEU,2021-01-31,2543780
Germany,DEU,2021-02-01,2663888
Germany,DEU,2021-02-02,2796654
Germany,DEU,2021-02-03,2959544
Germany,DEU,2021-02-04,3093896
Germany,DEU,2021-02-05,3241230
Germany,DEU,2021-02-06,3335340
Germany,DEU,2021-02-07,3388903
Germany,DEU,2021-02-08,3498309
Germany,DEU,2021-02-09,3632847
Germany,DEU,2021-02-10,3788239
Germany,DEU,2021-02-11,3932678
Germany,DEU,2021-02-12,4088721
Germany,DEU,2021-02-13,4196577
Germany,DEU,2021-02-14,4262038
Germany,DEU,2021-02-15,4387691
Germany,DEU,2021-02-16,4522482
Germany,DEU,2021-02-17,4674305
Germany,DEU,2021-02-18,4819144
Germany,DEU,2021-02-19,4978127
Germany,DEU,2021-02-20,5090613
Germany,DEU,2021-02-21,5176612
Germany,DEU,2021-02-22,5333048
Germany,DEU,2021-02-23,5503478
Germany,DEU,2021-02-24,5680406
Germany,DEU,2021-02-25,5870571
Germany,DEU,2021-02-26,6084545
Germany,DEU,2021-02-27,6232619
Germany,DEU,2021-02-28,6336096
Germany,DEU,2021-03-01,6535305
Germany,DEU,2021-03-02,6755274
Germany,DEU,2021-03-03,7003708
Germany,DEU,2021-03-04,7249383
Germany,DEU,2021-03-05,7524779
Germany,DEU,2021-03-06,7727604
Germany,DEU,2021-03-07,7875467
Germany,DEU,2021-03-08,8113701
Germany,DEU,2021-03-09,8366658
Germany,DEU,2021-03-10,8656557
Germany,DEU,2021-03-11,8941673
Germany,DEU,2021-03-12,9269318
Germany,DEU,2021-03-13,9510564
Germany,DEU,2021-03-14,9680989
Germany,DEU,2021-03-15,9929904
Germany,DEU,2021-03-16,10109421
Germany,DEU,2021-03-17,10315095
Germany,DEU,2021-03-18,10508863
Germany,DEU,2021-03-19,10754548
Germany,DEU,2021-03-20,10975383
Germany,DEU,2021-03-21,11140275
Germany,DEU,2021-03-22,11410216
Germany,DEU,2021-03-23,11711866
Germany,DEU,2021-03-24,12052231
Germany,DEU,2021-03-25,12385940
Germany,DEU,2021-03-26,12761128
Germany,DEU,2021-03-27,13043025
Germany,DEU,2021-03-28,13239756
Germany,DEU,2021-03-29,13546057
Germany,DEU,2021-03-30,13875801
Germany,DEU,2021-03-31,14213521
Germany,DEU,2021-04-01,14541927
Germany,DEU,2021-04-02,14768091
Germany,DEU,2021-04-03,15000525
Germany,DEU,2021-04-04,15193904
Germany,DEU,2021-04-05,15442297
Germany,DEU,2021-04-06,15816549
Germany,DEU,2021-04-07,16485598
Germany,DEU,2021-04-08,17185725
Germany,DEU,2021-04-09,17819081
Germany,DEU,2021-04-10,18192093
Germany,DEU,2021-04-11,18456334
Germany,DEU,2021-04-12,18875705
Germany,DEU,2021-04-13,19453434
Germany,DEU,2021-04-14,20230087
Germany,DEU,2021-04-15,20912206
Germany,DEU,2021-04-16,21510552
Germany,DEU,2021-04-17,21877062
Germany,DEU,2021-04-18,22146945
Germany,DEU,2021-04-19,22550416
Germany,DEU,2021-04-20,23112564
Germany,DEU,2021-04-21,23835086
Germany,DEU,2021-04-22,24474969
Germany,DEU,2021-04-23,25032442
Germany,DEU,2021-04-24,25398704
Germany,DEU,2021-04-25,25682090
Germany,DEU,2021-04-26,26116115
Germany,DEU,2021-04-27,26902853
Germany,DEU,2021-04-28,28027606
Germany,DEU,2021-04-29,28975612
Germany,DEU,2021-04-30,29781269
Germany,DEU,2021-05-01,30118043
Germany,DEU,2021-05-02,30383348
Germany,DEU,2021-05-03,30836272
Germany,DEU,2021-05-04,31680390
Germany,DEU,2021-05-05,32829432
Germany,DEU,2021-05-06,33822328
Germany,DEU,2021-05-07,34715316
Germany,DEU,2021-05-08,35141760
Germany,DEU,2021-05-09,35428315
Germany,DEU,2021-05-10,36018806
Germany,DEU,2021-05-11,37106411
Germany,DEU,2021-05-12,38524603
Germany,DEU,2021-05-13,38954283
Germany,DEU,2021-05-14,39711894
Germany,DEU,2021-05-15,40112714
Germany,DEU,2021-05-16,40395200
Germany,DEU,2021-05-17,40951532
Germany,DEU,2021-05-18,41824696
Germany,DEU,2021-05-19,42923886
Germany,DEU,2021-05-20,43873596
Germany,DEU,2021-05-21,44725969
Germany,DEU,2021-05-22,45200291
Germany,DEU,2021-05-23,45485668
Germany,DEU,2021-05-24,45811876
Germany,DEU,2021-05-25,46468262
Germany,DEU,2021-05-26,47648741
Germany,DEU,2021-05-27,48690914
Germany,DEU,2021-05-28,49596170
Germany,DEU,2021-05-29,50007127
Germany,DEU,2021-05-30,50291083
Germany,DEU,2021-05-31,50838873
Germany,DEU,2021-06-01,51828472
Germany,DEU,2021-06-02,53078300
Germany,DEU,2021-06-03,53722079
Germany,DEU,2021-06-04,54534269
Germany,DEU,2021-06-05,54947556
Germany,DEU,2021-06-06,55240098
Germany,DEU,2021-06-07,55855160
Germany,DEU,2021-06-08,56913373
Germany,DEU,2021-06-09,58342295
Germany,DEU,2021-06-10,59538006
Germany,DEU,2021-06-11,60604769
Germany,DEU,2021-06-12,61041575
Germany,DEU,2021-06-13,61324653
Germany,DEU,2021-06-14,61981313
Germany,DEU,2021-06-15,63032519
Germany,DEU,2021-06-16,64419546
Germany,DEU,2021-06-17,65571239
Germany,DEU,2021-06-18,66566877
Germany,DEU,2021-06-19,66995031
Germany,DEU,2021-06-20,67290170
Germany,DEU,2021-06-21,67923247
Germany,DEU,2021-06-22,69003956
Germany,DEU,2021-06-23,70343396
Germany,DEU,2021-06-24,71383381
Germany,DEU,2021-06-25,72307119
Germany,DEU,2021-06-26,72717942
Germany,DEU,2021-06-27,73010183
Germany,DEU,2021-06-28,73641036
Germany,DEU,2021-06-29,74577136
Germany,DEU,2021-06-30,75603521
Germany,DEU,2021-07-01,76589944
Germany,DEU,2021-07-02,77439902
Germany,DEU,2021-07-03,77818112
Germany,DEU,2021-07-04,78091738
Germany,DEU,2021-07-05,78629880
Germany,DEU,2021-07-06,79411689
Germany,DEU,2021-07-07,80411628
Germany,DEU,2021-07-08,81263728
Germany,DEU,2021-07-09,82024230
Germany,DEU,2021-07-10,82368451
Germany,DEU,2021-07-11,82596754
Germany,DEU,2021-07-12,83067011
Germany,DEU,2021-07-13,83832313
Germany,DEU,2021-07-14,84811331
Germany,DEU,2021-07-15,85582448
Germany,DEU,2021-07-16,86245469
Germany,DEU,2021-07-17,86518411
Germany,DEU,2021-07-18,86719045
Germany,DEU,2021-07-19,87102560
Germany,DEU,2021-07-20,87713510
Germany,DEU,2021-07-21,88472671
Germany,DEU,2021-07-22,89097994
Germany,DEU,2021-07-23,89671672
Germany,DEU,2021-07-24,89883972
Germany,DEU,2021-07-25,90008658
Germany,DEU,2021-07-26,90348668
Germany,DEU,2021-07-27,90904618
Germany,DEU,2021-07-28,91598332
Germany,DEU,2021-07-29,92179007
Germany,DEU,2021-07-30,92678692
Germany,DEU,2021-07-31,92874319
Germany,DEU,2021-08-01,92991853
Germany,DEU,2021-08-02,93286912
Germany,DEU,2021-08-03,93751175
Germany,DEU,2021-08-04,94326804
Germany,DEU,2021-08-05,94846985
Germany,DEU,2021-08-06,95289465
Germany,DEU,2021-08-07,95475070
Germany,DEU,2021-08-08,95591376
Germany,DEU,2021-08-09,95886961
Germany,DEU,2021-08-10,96318698
Germany,DEU,2021-08-11,96863005
Germany,DEU,2021-08-12,97337802
Germany,DEU,2021-08-13,97763178
Germany,DEU,2021-08-14,97959059
Germany,DEU,2021-08-15,98077508
Germany,DEU,2021-08-16,98343843
Germany,DEU,2021-08-17,98706346
Germany,DEU,2021-08-18,99130262
Germany,DEU,2021-08-19,99465430
Germany,DEU,2021-08-20,99808367
Germany,DEU,2021-08-21,99964987
Germany,DEU,2021-08-22,100059236
Germany,DEU,2021-08-23,100292494
Germany,DEU,2021-08-24,100590787
Germany,DEU,2021-08-25,100933510
Germany,DEU,2021-08-26,101234479
Germany,DEU,2021-08-27,101487927
Germany,DEU,2021-08-28,101625501
Germany,DEU,2021-08-29,101710953
Germany,DEU,2021-08-30,101903385
Germany,DEU,2021-08-31,102147031
Germany,DEU,2021-09-01,102443167
Germany,DEU,2021-09-02,102701185
Germany,DEU,2021-09-03,102948733
Germany,DEU,2021-09-04,103056939
Germany,DEU,2021-09-05,103121669
Germany,DEU,2021-09-06,103277080
Germany,DEU,2021-09-07,103500588
Germany,DEU,2021-09-08,103761493
Germany,DEU,2021-09-09,104017510
Germany,DEU,2021-09-10,104245430
Germany,DEU,2021-09-11,104356002
Germany,DEU,2021-09-12,104420794
Germany,DEU,2021-09-13,104587965
Germany,DEU,2021-09-14,104825463
Germany,DEU,2021-09-15,105109936
Germany,DEU,2021-09-16,105386430
Germany,DEU,2021-09-17,105635737
Germany,DEU,2021-09-18,105748445
Germany,DEU,2021-09-19,105818038
Germany,DEU,2021-09-20,105976575
Germany,DEU,2021-09-21,106211088
Germany,DEU,2021-09-22,106486715
Germany,DEU,2021-09-23,106755447
Germany,DEU,2021-09-24,106996715
Germany,DEU,2021-09-25,107097138
Germany,DEU,2021-09-26,107153830
Germany,DEU,2021-09-27,107305806
Germany,DEU,2021-09-28,107529730
Germany,DEU,2021-09-29,107781551
Germany,DEU,2021-09-30,108026025
Germany,DEU,2021-10-01,108153291
Germany,DEU,2021-10-02,108185236
Germany,DEU,2021-10-03,108199119
Germany,DEU,2021-10-04,108294564
Germany,DEU,2021-10-05,108476911
Germany,DEU,2021-10-06,108681200
Germany,DEU,2021-10-07,108892502
Germany,DEU,2021-10-08,109074901
Germany,DEU,2021-10-09,109115660
Germany,DEU,2021-10-10,109132854
Germany,DEU,2021-10-11,109228394
Germany,DEU,2021-10-12,109407403
Germany,DEU,2021-10-13,109612710
Germany,DEU,2021-10-14,109820371
Germany,DEU,2021-10-15,109990618
Germany,DEU,2021-10-16,110032026
Germany,DEU,2021-10-17,110048776
Germany,DEU,2021-10-18,110140689
Germany,DEU,2021-10-19,110317983
Germany,DEU,2021-10-20,110521905
Germany,DEU,2021-10-21,110727590
Germany,DEU,2021-10-22,110887364
Germany,DEU,2021-10-23,110931201
Germany,DEU,2021-10-24,110945691
Germany,DEU,2021-10-25,111052679
Germany,DEU,2021-10-26,111261301
Germany,DEU,2021-10-27,111502049
Germany,DEU,2021-10-28,111749281
Germany,DEU,2021-10-29,111954832
Germany,DEU,2021-10-30,112006762
Germany,DEU,2021-10-31,112022980
Germany,DEU,2021-11-01,112086462
Germany,DEU,2021-11-02,112299185
Germany,DEU,2021-11-03,112588877
Germany,DEU,2021-11-04,112887291
Germany,DEU,2021-11-05,113141058
Germany,DEU,2021-11-06,113210209
